932,5.0,3001
678,3.9,4318
959,4.3,3278
863,3.9,3808
972,4.8,5096
336,4.9,5168
469,3.0,3646
716,3.5,5185
769,4.4,3727
619,4.9,3337
385,4.0,3126
241,3.9,3584
940,4.7,3232
826,3.3,5302
965,3.2,4097
710,4.8,2471
995,3.2,3069
223,3.1,5361
247,4.0,4542
545,3.1,3946
584,4.6,2309
595,3.7,3655
987,4.8,3944
276,3.1,3242
722,3.8,4531
908,4.7,5339
373,3.5,4438
118,4.3,3860
974,3.4,2524
136,4.1,2347
276,4.3,4871
980,5.0,4747
526,4.6,4912
652,3.3,4592
268,4.7,4416
742,3.4,2979
809,4.2,4259
600,4.2,4878
634,4.6,4703
470,3.7,5156
842,4.1,2122
270,3.3,3857
799,3.9,3448
189,3.7,3736
553,3.3,4468
543,4.1,2872
450,4.4,4649
780,3.5,2002
432,4.6,2351
347,3.8,3145
865,3.2,4160
235,3.7,5473
152,4.9,3967
557,4.6,4343
305,4.6,3030
458,3.5,5027
403,4.9,5435
950,3.7,2132
212,4.4,4542
690,3.6,4212
943,4.0,2495
438,3.5,3468
565,3.6,2839
902,3.3,2752
155,4.1,3839
260,3.9,4079
241,3.9,5241
894,3.4,2277
633,4.5,4381
700,4.7,4292
768,3.2,3009
989,3.8,3550
165,3.1,3356
448,3.4,4829
752,4.0,3081
726,4.7,5207
538,3.1,2919
326,3.3,3540
592,5.0,2754
588,4.7,2620
123,3.4,4598
574,3.4,4999
644,3.6,3361
335,3.4,4202
654,4.8,5233
487,3.4,3984
437,4.6,3806
220,4.2,3195
289,3.5,3340
881,4.6,2978
193,3.8,5066
482,3.4,5004
780,3.7,4559
672,4.8,2956
153,3.9,3847
923,4.6,3097
705,3.1,5430
702,3.6,4451
698,3.0,3949
589,4.2,4335
532,4.8,4788
991,3.8,3230
752,3.7,2807
480,4.1,4132
249,3.9,2398
292,4.0,3596
308,3.6,2488
881,3.9,5196
622,3.8,4010
723,3.9,4023
546,4.6,3518
897,4.5,2015
421,3.3,4309
357,4.2,2053
387,4.8,5069
905,3.7,2615
711,3.9,3403
927,4.6,3441
689,3.6,5214
518,3.3,4224
692,5.0,4147
595,4.6,5034
201,4.2,5321
490,4.2,2581
756,3.3,5000
275,4.0,2199
302,3.1,2117
402,3.6,4629
746,4.0,4906
763,3.5,3116
589,3.5,4796
307,3.8,4244
513,4.3,3545
674,3.3,3427
279,4.9,2571
368,4.8,4766
628,4.7,2257
519,4.1,4105
283,4.2,2725
211,5.0,4285
128,3.0,3714
388,4.0,3372
302,3.1,4754
517,3.8,2553
827,4.1,2119
878,3.9,3496
643,4.2,3139
893,3.4,3454
329,4.3,4694
885,4.0,2528
230,4.0,2580
714,3.3,2182
433,4.5,2036
135,3.0,2697
827,3.4,3525
562,3.9,3940
958,4.4,2128
202,3.3,4945
974,4.3,5321
503,3.2,4409
723,3.6,3299
475,3.5,5170
619,4.5,3054
982,4.1,5420
230,3.2,2287
757,3.9,2545
334,3.9,4333
160,4.5,2310
551,3.7,2241
997,4.7,2038
111,3.5,2298
624,4.7,4343
480,4.9,3968
570,4.5,2751
476,3.8,3734
951,3.8,3462
618,3.3,2276
985,3.9,4287
522,4.5,3555
108,3.0,2832
519,4.5,2763
694,4.1,5253
176,4.3,3388
481,3.1,4616
306,3.4,4072
352,4.9,2571
703,5.0,2741
492,4.4,2053
146,3.3,3436
446,4.4,2397
728,4.8,4533
607,3.1,5200
558,3.3,2795
602,3.1,2632
949,4.6,4146
604,4.1,3457
644,4.0,2023
725,3.4,3713
830,4.1,2324
552,4.5,4526
828,4.7,4467
550,3.3,4692
795,4.1,3090
677,4.5,3784
581,3.4,3539
253,4.1,4832
643,4.6,2682
576,3.8,3180
987,3.8,2920
873,3.3,3074
222,3.4,3252
138,3.2,4504
343,3.1,5372
489,3.1,4240
108,3.2,3927
738,4.7,4618
345,4.6,4256
141,3.4,2000
922,4.5,5461
389,4.5,3983
546,4.5,4449
858,3.5,2909
612,4.2,4510
165,3.5,2503
800,4.8,5237
689,4.7,5065
857,3.8,3332
624,3.4,2506
696,4.0,3164
799,4.4,5179
295,4.2,5521
776,3.3,2593
186,4.4,3320
843,4.9,2858
180,3.9,3491
575,4.3,5407
582,4.7,5174
427,4.8,2009
154,4.4,2945
694,4.7,3524
752,4.0,3454
250,4.3,3509
606,4.2,4190
640,3.4,2187
517,3.2,3520
380,4.6,4459
808,4.5,2164
937,4.5,2485
347,3.5,3768
324,3.5,4295
827,4.6,3643
198,4.9,3316
284,3.5,5372
369,4.7,4829
429,4.8,3291
307,3.6,4538
180,5.0,3609
628,3.7,2302
156,4.7,2990
160,3.0,2575
452,3.9,3143
578,4.4,2529
858,4.7,3424
920,3.6,2502
262,3.0,2486
618,4.7,3392
761,3.8,2557
840,4.9,5009
544,4.2,2710
982,5.0,2705
299,3.6,2395
837,3.7,5042
669,4.4,3380
261,4.2,5067
816,4.0,2278
451,3.6,2640
358,5.0,2093
480,4.0,4731
200,4.8,2773
692,4.5,5418
253,4.1,3094
133,3.8,4365
669,3.4,3335
711,3.3,3085
873,3.9,4962
459,4.0,5331
416,4.2,5215
985,4.3,2404
227,3.2,4562
480,4.8,4696
732,3.8,2470
309,3.7,2620
646,4.6,4062
427,4.5,5063
187,4.2,2405
226,3.9,4607
962,4.5,4079
537,3.1,2231
236,3.8,2298
580,4.5,2148
807,3.4,2193
680,4.8,2636
790,5.0,5217
410,3.3,2543
632,5.0,4182
844,3.1,3088
501,3.1,5203
226,3.3,5150
508,4.6,2203
453,3.9,3193
311,4.0,2274
272,4.4,5130
628,3.0,3267
637,5.0,5070
237,3.4,3387
924,4.0,4811
275,5.0,3738
619,3.7,2390
889,4.9,3101
494,3.4,4090
157,3.5,4055
349,3.4,5411
264,3.9,2506
459,4.9,3794
565,3.6,3301
144,3.7,2120
846,4.2,4481
616,4.8,3705
967,4.6,3252
456,3.2,4708
588,4.5,2712
887,3.3,4009
204,4.9,3681
921,4.3,2494
261,4.2,3969
355,3.1,3201
208,3.3,4081
354,3.2,5145
487,4.0,5374
893,3.7,4060
643,4.0,2992
595,3.4,2582
354,3.5,5089
116,3.5,2025
841,4.1,4972
386,3.1,4314
439,3.2,2171
689,4.3,3800
632,3.2,3017
579,3.1,3257
231,4.3,3355
128,3.6,2682
935,3.6,3452
770,3.3,2720
577,3.1,4937
316,3.5,5120
883,4.3,3410
772,4.4,3758
187,3.8,5354
291,5.0,4154
135,4.6,3221
339,5.0,2364
405,4.1,2611
556,3.4,3674
118,4.6,4856
520,3.2,3266
144,3.3,4182
153,3.5,4847
810,3.9,4179
377,4.8,5120
813,3.1,3004
202,4.5,2601
850,4.1,5355
542,4.5,2079
471,3.8,5541
900,4.1,5529
510,3.0,5067
766,4.7,2556
851,5.0,4026
864,3.4,3635
986,4.5,2629
755,3.9,3287
105,5.0,5535
360,3.6,2601
417,5.0,4853
997,4.6,2929
671,3.2,4765
980,3.6,4398
128,4.0,5154
629,3.6,3370
822,4.4,5380
130,3.1,4262
357,3.3,2286
211,3.7,2167
424,4.8,4992
332,4.8,5434
195,4.9,4086
751,3.6,2353
940,4.1,2910
635,3.8,2965
413,3.9,3046
485,3.7,4402
241,3.5,2180
495,3.6,5545
936,3.9,5184
319,4.2,2291
305,4.6,2586
993,3.9,3778
419,4.5,2788
734,3.4,5267
723,4.3,3040
745,3.3,4631
161,3.3,2949
341,4.1,4077
692,4.0,4262
347,3.3,2855
125,3.8,2492
691,3.1,4951
738,4.4,2015
266,3.9,2390
665,4.5,2381
510,3.6,2693
864,3.3,4147
329,3.2,2841
133,3.6,2438
796,4.1,4597
241,3.1,3193
507,4.9,3491
166,4.8,2592
400,4.5,3014
167,3.7,4252
160,3.9,3813
227,5.0,4711
384,5.0,3978
227,4.9,3083
870,4.8,5529
939,4.6,3218
291,3.5,5308
428,3.8,2613
724,3.1,2789
223,3.8,4469
244,3.6,2584
137,3.8,5314
951,3.6,4831
532,3.4,4062
795,4.1,2517
275,4.8,4929
216,4.5,4306
530,3.2,3903
604,3.5,2572
354,3.5,3830
117,3.8,2519
343,3.7,4297
207,4.0,5171
391,4.6,3281
282,4.7,2886
807,4.8,2499
368,4.0,2631
856,4.3,4293
884,4.4,2650
178,3.3,3002
150,4.3,2667
919,3.9,2566
651,3.1,3688
883,4.6,3497
111,3.9,5536
730,3.3,2983
283,5.0,5410
147,4.3,4623
636,3.1,4542
927,4.4,4294
918,3.8,4560
467,4.4,3887
628,4.3,3456
466,3.0,4262
224,3.0,2658
998,4.9,4777
224,4.6,4187
138,4.1,2899
961,4.8,3159
250,4.0,3812
355,3.8,5204
262,4.8,4003
817,3.1,4517
618,3.7,4587
275,4.6,4979
565,3.3,3819
738,4.6,4054
785,4.4,5530
708,4.1,4697
455,4.6,3421
716,3.9,2246
191,3.4,3622
791,3.2,2936
186,3.0,3767
913,3.3,4836
294,4.9,5509
127,4.8,5438
986,4.6,2134
542,4.1,5040
286,4.3,2196
756,4.4,5447
751,3.2,4231
323,3.3,3208
698,4.2,2343
846,3.4,3498
688,4.9,5325
700,4.4,3195
156,3.9,3075
939,3.1,3457
680,4.0,4340
680,3.3,2234
192,4.0,4152
836,3.0,4983
467,3.1,3617
725,3.6,4160
723,4.4,2412
319,3.2,4216
303,4.5,3044
189,4.2,2452
397,3.9,5178
280,3.8,4859
688,4.6,2762
970,4.1,5445
349,3.7,2965
601,3.5,5107
174,4.6,3394
203,4.9,2349
598,4.0,2626
930,3.2,4723
505,4.4,2233
179,4.0,3089
932,3.5,2139
877,3.6,4474
857,4.4,4608
677,4.7,2548
525,3.6,2493
363,4.0,3321
786,3.6,5467
381,3.1,3700
743,4.6,2370
330,4.5,3058
285,3.6,4438
200,4.7,4872
649,3.3,2881
447,5.0,4965
451,4.3,4977
751,3.2,4219
415,5.0,2170
774,4.7,3426
973,3.3,3154
277,4.8,2793
948,4.5,2989
838,4.9,2485
744,3.4,4689
768,3.5,3897
117,3.5,2143
688,3.5,5270
242,3.3,4317
724,4.4,5323
921,3.2,3842
838,4.2,2805
329,4.1,4517
328,3.2,2378
574,4.2,3467
479,4.7,4236
507,4.9,4669
958,3.9,5328
891,3.1,4833
920,4.1,3471
580,3.6,3070
592,4.0,4397
170,4.2,4263
753,3.1,5427
558,4.3,2850
927,4.1,2071
115,4.7,5406
246,3.1,2353
385,3.8,2136
309,4.8,5070
638,3.1,3872
529,4.7,5191
643,4.6,4577
887,3.3,3768
610,4.4,5217
669,4.6,2525
638,3.3,4710
421,3.3,2088
714,4.5,4163
343,4.3,2554
963,4.0,3633
668,4.5,4441
240,4.1,5497
847,3.4,5248
855,3.5,4092
261,3.2,5379
944,4.0,2240
155,4.9,3088
166,4.0,3330
845,3.7,5161
871,4.5,5028
716,3.8,2964
885,5.0,2124
570,3.8,2210
192,4.8,3046
944,4.8,2588
696,3.6,2846
943,4.5,4648
227,3.6,4590
595,4.2,2960
441,3.6,3673
672,3.6,3911
161,5.0,3088
736,3.3,3283
930,3.8,4825
728,4.1,5111
845,3.8,2318
630,4.0,3471
250,4.5,4331
279,3.7,2258
937,4.4,3281
365,3.4,3150
752,3.2,4132
169,4.9,4152
700,3.1,3899
460,3.5,2326
586,4.0,4694
936,4.2,3491
810,3.5,4133
594,4.4,2596
393,4.0,3843
918,3.8,5205
845,3.7,4011
733,3.8,4929
169,4.3,2390
917,3.9,2523
485,4.4,3154
264,4.8,4602
849,4.3,5111
964,3.7,4743
592,3.0,5045
670,4.7,5141
913,3.7,4837
938,5.0,3525
558,3.7,4850
982,4.7,2693
848,3.1,4073
111,4.1,4127
179,4.5,3604
562,3.6,4557
471,4.4,3752
287,4.4,2789
290,4.1,5276
452,3.4,2287
418,3.2,4755
453,4.6,4604
783,4.1,3079
293,4.0,3125
944,3.2,4607
530,4.1,3122
764,3.5,2667
699,3.8,4107
495,4.2,5108
270,3.2,3297
881,4.3,4437
434,4.9,4687
213,3.3,2122
299,3.6,3719
250,4.4,2164
523,4.3,4887
141,4.1,3587
614,4.6,5406
615,5.0,2909
566,4.8,3423
537,4.8,3136
618,4.7,2722
821,4.5,3608
330,4.3,5241
323,3.1,2474
692,3.4,2225
938,4.7,3851
807,4.9,3338
604,4.8,4597
336,3.3,2727
738,3.9,4720
999,3.0,5229
252,3.6,4881
533,3.3,3617
167,3.4,3729
606,3.6,4924
690,4.8,3370
772,4.1,2751
596,3.1,4435
548,4.7,3644
284,4.6,3498
953,4.2,5233
596,3.1,5392
635,3.9,4521
477,3.7,5189
642,4.1,3298
769,4.7,4048
877,3.6,3071
347,3.1,2620
586,3.2,4667
203,4.9,2614
448,4.3,2279
667,4.1,4892
462,4.1,4724
860,3.7,5384
368,4.5,4826
282,3.9,5141
613,3.7,3777
591,3.1,4467
706,3.6,3768
684,3.2,4834
831,3.3,4517
748,3.8,3023
346,3.7,3230
929,4.1,4456
195,4.7,2239
539,4.2,3572
755,4.5,4928
360,3.5,2647
826,4.6,5196
713,4.0,4314
503,4.1,2459
701,4.2,4491
935,3.9,2821
495,3.7,3981
941,3.6,2637
480,3.5,4191
863,4.7,4690
693,3.3,4550
942,4.3,5196
929,5.0,2947
828,3.0,2690
622,4.8,2601
790,3.8,4299
155,3.1,2486
526,4.1,4657
515,4.2,2656
993,4.8,3908
889,3.8,3475
316,4.3,3773
161,3.3,4311
868,3.8,3489
330,4.9,4376
873,5.0,5069
136,4.3,2012
297,3.7,4534
393,3.6,3377
572,4.3,2822
995,3.6,5208
563,4.8,2423
452,3.5,2488
601,4.9,4820
235,5.0,2911
749,4.3,2940
388,3.4,2219
888,4.3,3833
264,3.5,2692
678,4.3,5112
270,4.4,2159
416,4.8,4129
787,4.9,3421
832,3.6,3148
104,3.4,2973
450,3.8,2730
186,4.2,2820
187,4.7,3784
118,3.9,4326
558,3.6,5012
357,4.7,2806
342,4.8,4575
959,4.4,5518
543,3.3,3989
111,3.7,2990
248,4.5,2926
884,4.1,4578
699,4.9,4089
287,4.2,4457
894,3.5,3382
452,4.2,5158
548,4.6,4597
140,4.6,4788
405,4.6,4165
581,3.0,4449
772,3.3,5289
930,3.6,2954
795,4.8,4770
915,4.5,3579
607,3.0,3578
569,3.7,3572
116,3.6,2605
604,3.1,3446
708,3.3,4591
698,3.1,3241
517,3.2,2360
966,3.3,3153
499,4.1,4762
165,4.5,2461
994,3.3,4850
990,4.2,2553
353,4.7,2926
835,4.5,2307
186,4.0,4277
225,4.6,5513
987,4.7,2817
840,4.7,5475
543,4.7,3484
385,3.6,2187
180,4.7,4143
457,3.7,5273
402,3.3,2124
908,4.8,2807
718,4.0,4742
420,3.8,2166
798,3.1,4382
636,4.5,4341
338,3.7,2982
658,4.5,4365
877,5.0,4276
878,3.2,5499
614,4.4,4087
178,4.6,4750
562,3.5,3621
956,4.4,5131
391,3.9,4591
577,3.8,3444
488,4.6,2955
102,4.7,4076
281,4.4,2112
325,3.3,4727
371,3.8,2966
382,4.5,4008
